Purpose,EntryPeriod,ReturnPeriod,Percent
1,24,42,0
1,24,43,0
1,24,44,0
1,24,45,0
1,24,46,0
1,24,47,0
1,24,48,0
1,25,25,0
1,25,26,0
1,25,27,0
1,25,28,0
1,25,29,0
1,25,30,0
1,25,31,0
1,25,32,0
1,25,33,0
1,25,34,0
1,25,35,0
1,25,36,0
1,25,37,0
1,25,38,0
1,25,39,0
1,25,40,0
1,25,41,0
1,25,42,0
1,25,43,0
1,25,44,0
1,25,45,0
1,25,46,0
1,25,47,0
1,25,48,0
1,26,26,0
1,26,27,0
1,26,28,0
1,26,29,0.00610878
1,26,30,0
1,26,31,0
1,26,32,0
1,26,33,0
1,26,34,0
1,26,35,0
1,26,36,0
1,26,37,0
1,26,38,0
1,26,39,0
1,26,40,0
1,26,41,0
1,26,42,0
1,26,43,0
1,26,44,0
1,26,45,0
1,26,46,0
1,26,47,0
1,26,48,0
1,27,27,0
1,27,28,0
1,27,29,0
1,27,30,0
1,27,31,0
1,27,32,0
1,27,33,0
1,27,34,0
1,27,35,0
1,27,36,0
1,27,37,0
1,27,38,0
1,27,39,0
1,27,40,0
1,27,41,0
1,27,42,0
1,27,43,0
1,27,44,0
1,27,45,0
1,27,46,0
1,27,47,0
1,27,48,0
1,28,28,0
1,28,29,0
1,28,30,0
1,28,31,0
1,28,32,0
1,28,33,0
1,28,34,0
1,28,35,0
1,28,36,0
1,28,37,0
1,28,38,0
1,28,39,0
1,28,40,0
1,28,41,0
1,28,42,0
1,28,43,0
1,28,44,0
1,28,45,0
1,28,46,0
1,28,47,0
1,28,48,0
1,29,29,0
1,29,30,0
1,29,31,0
1,29,32,0
1,29,33,0
1,29,34,0
1,29,35,0
1,29,36,0
1,29,37,0
1,29,38,0
1,29,39,0
1,29,40,0
1,29,41,0
1,29,42,0
1,29,43,0
1,29,44,0
1,29,45,0
1,29,46,0
1,29,47,0
1,29,48,0
1,30,30,0
1,30,31,0
1,30,32,0
1,30,33,0
1,30,34,0
1,30,35,0
1,30,36,0
1,30,37,0
1,30,38,0
1,30,39,0
1,30,40,0
1,30,41,0
1,30,42,0
1,30,43,0
1,30,44,0
1,30,45,0
1,30,46,0
1,30,47,0
1,30,48,0
1,31,31,0
1,31,32,0
1,31,33,0
1,31,34,0
1,31,35,0
1,31,36,0
1,31,37,0
1,31,38,0
1,31,39,0
1,31,40,0
1,31,41,0
1,31,42,0
1,31,43,0
1,31,44,0
1,31,45,0
1,31,46,0
1,31,47,0
1,31,48,0
1,32,32,0
1,32,33,0
1,32,34,0
1,32,35,0
1,32,36,0
1,32,37,0
1,32,38,0
1,32,39,0
1,32,40,0
1,32,41,0
1,32,42,0
1,32,43,0
1,32,44,0
1,32,45,0
1,32,46,0
1,32,47,0
1,32,48,0
1,33,33,0
1,33,34,0
1,33,35,0
1,33,36,0
1,33,37,0
1,33,38,0
1,33,39,0
1,33,40,0
1,33,41,0
1,33,42,0
1,33,43,0
1,33,44,0
1,33,45,0
1,33,46,0
1,33,47,0
1,33,48,0
1,34,34,0
1,34,35,0
1,34,36,0
1,34,37,0
1,34,38,0
1,34,39,0
1,34,40,0
1,34,41,0
1,34,42,0
1,34,43,0
1,34,44,0
1,34,45,0
1,34,46,0
1,34,47,0
1,34,48,0
1,35,35,0
1,35,36,0
1,35,37,0
1,35,38,0
1,35,39,0
1,35,40,0
1,35,41,0
1,35,42,0
1,35,43,0
1,35,44,0
1,35,45,0
1,35,46,0
1,35,47,0
1,35,48,0
1,36,36,0
1,36,37,0
1,36,38,0
1,36,39,0
1,36,40,0
1,36,41,0
1,36,42,0
1,36,43,0
1,36,44,0
1,36,45,0
1,36,46,0
1,36,47,0
1,36,48,0
1,37,37,0
1,37,38,0.00610878
1,37,39,0
1,37,40,0
1,37,41,0.005178122
1,37,42,0
1,37,43,0
1,37,44,0
1,37,45,0
1,37,46,0
1,37,47,0
1,37,48,0
1,38,38,0
1,38,39,0
1,38,40,0
1,38,41,0
1,38,42,0
1,38,43,0
1,38,44,0
1,38,45,0
1,38,46,0
1,38,47,0
1,38,48,0
1,39,39,0
1,39,40,0
1,39,41,0
1,39,42,0
1,39,43,0
1,39,44,0
1,39,45,0
1,39,46,0
1,39,47,0
1,39,48,0
1,40,40,0
1,40,41,0
1,40,42,0
1,40,43,0
1,40,44,0
1,40,45,0
1,40,46,0
1,40,47,0
1,40,48,0
1,41,41,0
1,41,42,0
1,41,43,0
1,41,44,0
1,41,45,0
1,41,46,0
1,41,47,0
1,41,48,0
1,42,42,0
1,42,43,0
1,42,44,0
1,42,45,0
1,42,46,0
1,42,47,0
1,42,48,0
1,43,43,0
1,43,44,0
1,43,45,0
1,43,46,0
1,43,47,0
1,43,48,0
1,44,44,0
1,44,45,0
1,44,46,0
1,44,47,0
1,44,48,0
1,45,45,0
1,45,46,0
1,45,47,0
1,45,48,0
1,46,46,0
1,46,47,0
1,46,48,0
1,47,47,0
1,47,48,0
1,48,48,0
2,1,1,0
2,1,2,0
2,1,3,0
2,1,4,0
2,1,5,0
2,1,6,0
2,1,7,0
2,1,8,0
2,1,9,0
2,1,10,0
2,1,11,0
2,1,12,0
2,1,13,0
2,1,14,0
2,1,15,0
2,1,16,0
2,1,17,0
2,1,18,0
2,1,19,0
2,1,20,0
2,1,21,0
2,1,22,0
2,1,23,0
2,1,24,0
2,1,25,0
2,1,26,0
2,1,27,0
2,1,28,0
2,1,29,0
2,1,30,0
2,1,31,0
2,1,32,0
2,1,33,0
2,1,34,0
2,1,35,0
2,1,36,0
2,1,37,0
2,1,38,0
2,1,39,0
2,1,40,0
2,1,41,0
2,1,42,0
2,1,43,0
2,1,44,0
2,1,45,0
2,1,46,0
2,1,47,0
2,1,48,0
2,2,2,0
2,2,3,0
2,2,4,0
2,2,5,0
2,2,6,0
2,2,7,0
2,2,8,0
2,2,9,0
2,2,10,0
2,2,11,0
2,2,12,0
2,2,13,0
2,2,14,0
2,2,15,0
2,2,16,0
2,2,17,0
2,2,18,0
2,2,19,0
2,2,20,0
2,2,21,0
2,2,22,0
2,2,23,0
2,2,24,0
2,2,25,0
2,2,26,0
2,2,27,0
2,2,28,0
2,2,29,0
2,2,30,0
2,2,31,0
2,2,32,0
2,2,33,0
2,2,34,0
2,2,35,0
2,2,36,0
2,2,37,0
2,2,38,0
2,2,39,0
2,2,40,0
2,2,41,0
2,2,42,0
2,2,43,0
2,2,44,0
2,2,45,0
2,2,46,0
2,2,47,0
2,2,48,0
2,3,3,0
2,3,4,0
2,3,5,0
2,3,6,0
2,3,7,0
2,3,8,0
2,3,9,0
2,3,10,0
2,3,11,0
2,3,12,0
2,3,13,0
2,3,14,0
2,3,15,0
2,3,16,0
2,3,17,0
2,3,18,0
2,3,19,0
2,3,20,0
2,3,21,0
2,3,22,0
2,3,23,0
2,3,24,0
2,3,25,0
2,3,26,0
2,3,27,0
2,3,28,0
2,3,29,0
2,3,30,0
2,3,31,0
2,3,32,0
2,3,33,0
2,3,34,0
2,3,35,0
2,3,36,0
2,3,37,0
2,3,38,0
2,3,39,0
2,3,40,0
2,3,41,0
2,3,42,0
2,3,43,0
2,3,44,0
2,3,45,0
2,3,46,0
2,3,47,0
2,3,48,0
2,4,4,0
2,4,5,0
2,4,6,0
2,4,7,0
2,4,8,0
2,4,9,0
2,4,10,0
2,4,11,0
2,4,12,0
2,4,13,0
2,4,14,0
2,4,15,0
2,4,16,0
2,4,17,0
2,4,18,0
2,4,19,0
2,4,20,0
2,4,21,0
2,4,22,0
2,4,23,0
2,4,24,0
2,4,25,0
2,4,26,0
2,4,27,0
2,4,28,0
2,4,29,0
2,4,30,0
2,4,31,0
2,4,32,0
2,4,33,0
2,4,34,0
2,4,35,0
2,4,36,0
2,4,37,0
2,4,38,0
2,4,39,0
2,4,40,0
2,4,41,0
2,4,42,0
2,4,43,0
2,4,44,0
2,4,45,0
2,4,46,0
2,4,47,0
2,4,48,0
2,5,5,0
2,5,6,0
2,5,7,0
2,5,8,0
2,5,9,0
2,5,10,0
2,5,11,0
2,5,12,0
2,5,13,0
2,5,14,0
2,5,15,0
2,5,16,0
2,5,17,0
2,5,18,0
2,5,19,0
2,5,20,0
2,5,21,0
2,5,22,0
2,5,23,0
2,5,24,0
2,5,25,0
2,5,26,0
2,5,27,0
2,5,28,0
2,5,29,0
2,5,30,0
2,5,31,0
2,5,32,0
2,5,33,0
2,5,34,0
2,5,35,0
2,5,36,0
2,5,37,0
2,5,38,0
2,5,39,0
2,5,40,0
2,5,41,0
2,5,42,0
2,5,43,0
2,5,44,0
2,5,45,0
2,5,46,0
2,5,47,0
2,5,48,0
2,6,6,0
2,6,7,0
2,6,8,0
2,6,9,0
2,6,10,0
2,6,11,0
2,6,12,0
2,6,13,0
2,6,14,0
2,6,15,0
2,6,16,0
2,6,17,0
2,6,18,0
2,6,19,0
2,6,20,0
2,6,21,0
2,6,22,0
2,6,23,0
2,6,24,0
2,6,25,0
2,6,26,0
2,6,27,0
2,6,28,0
2,6,29,0
2,6,30,0
2,6,31,0
2,6,32,0
2,6,33,0
2,6,34,0
2,6,35,0
2,6,36,0
2,6,37,0
2,6,38,0
2,6,39,0
2,6,40,0
2,6,41,0
2,6,42,0
2,6,43,0
2,6,44,0
2,6,45,0
2,6,46,0
2,6,47,0
2,6,48,0
2,7,7,0
2,7,8,0
2,7,9,0
2,7,10,0
2,7,11,0
2,7,12,0
2,7,13,0
2,7,14,0
2,7,15,0
2,7,16,0
2,7,17,0
2,7,18,0
2,7,19,0
2,7,20,0
2,7,21,0
2,7,22,0
2,7,23,0
2,7,24,0
2,7,25,0
2,7,26,0
2,7,27,0
2,7,28,0
2,7,29,0
2,7,30,0
2,7,31,0
2,7,32,0
2,7,33,0
2,7,34,0
2,7,35,0
2,7,36,0
2,7,37,0
2,7,38,0
2,7,39,0
2,7,40,0
2,7,41,0
2,7,42,0
2,7,43,0
2,7,44,0
2,7,45,0
2,7,46,0
2,7,47,0
2,7,48,0
2,8,8,0
2,8,9,0
2,8,10,0
2,8,11,0
2,8,12,0
2,8,13,0
2,8,14,0
2,8,15,0
2,8,16,0
2,8,17,0
2,8,18,0
2,8,19,0
2,8,20,0
2,8,21,0
2,8,22,0
2,8,23,0
2,8,24,0
2,8,25,0
2,8,26,0
2,8,27,0
2,8,28,0
2,8,29,0
2,8,30,0
2,8,31,0
2,8,32,0
2,8,33,0
2,8,34,0
2,8,35,0
2,8,36,0
2,8,37,0
2,8,38,0
2,8,39,0
2,8,40,0
2,8,41,0
2,8,42,0
2,8,43,0
2,8,44,0
2,8,45,0
2,8,46,0
2,8,47,0
2,8,48,0
2,9,9,0
2,9,10,0
2,9,11,0
2,9,12,0
2,9,13,0
2,9,14,0
2,9,15,0
2,9,16,0
2,9,17,0
2,9,18,0
2,9,19,0
2,9,20,0
2,9,21,0
2,9,22,0
2,9,23,0
2,9,24,0
2,9,25,0
2,9,26,0
2,9,27,0
2,9,28,0
2,9,29,0
2,9,30,0
2,9,31,0
2,9,32,0
2,9,33,0
2,9,34,0
2,9,35,0
2,9,36,0
2,9,37,0
2,9,38,0
2,9,39,0
2,9,40,0
2,9,41,0
2,9,42,0
2,9,43,0
2,9,44,0
2,9,45,0
2,9,46,0
2,9,47,0
2,9,48,0
2,10,10,0
2,10,11,0
2,10,12,0
2,10,13,0
2,10,14,0
2,10,15,0
2,10,16,0
2,10,17,0
2,10,18,0
2,10,19,0
2,10,20,0
2,10,21,0
2,10,22,0
2,10,23,0
2,10,24,0
2,10,25,0
2,10,26,0
2,10,27,0
2,10,28,0
2,10,29,0
2,10,30,0
2,10,31,0
2,10,32,0
2,10,33,0
2,10,34,0
2,10,35,0
2,10,36,0
2,10,37,0
2,10,38,0
2,10,39,0
2,10,40,0
2,10,41,0
2,10,42,0
2,10,43,0
2,10,44,0
2,10,45,0
2,10,46,0
2,10,47,0
2,10,48,0
2,11,11,0
2,11,12,0
2,11,13,0
2,11,14,0
2,11,15,0
2,11,16,0
2,11,17,0
2,11,18,0
2,11,19,0
2,11,20,0
2,11,21,0
2,11,22,0
2,11,23,0
2,11,24,0
2,11,25,0
2,11,26,0
2,11,27,0
2,11,28,0
2,11,29,0
2,11,30,0
2,11,31,0
2,11,32,0
2,11,33,0
2,11,34,0
2,11,35,0
2,11,36,0
2,11,37,0
2,11,38,0
2,11,39,0
2,11,40,0
2,11,41,0
2,11,42,0
2,11,43,0
2,11,44,0
2,11,45,0
2,11,46,0
2,11,47,0
2,11,48,0
2,12,12,0
2,12,13,0
2,12,14,0
2,12,15,0
2,12,16,0
2,12,17,0
2,12,18,0
2,12,19,0
2,12,20,0
2,12,21,0
2,12,22,0
2,12,23,0
2,12,24,0
2,12,25,0
2,12,26,0
2,12,27,0
2,12,28,0
2,12,29,0
2,12,30,0
2,12,31,0
2,12,32,0
2,12,33,0
2,12,34,0
2,12,35,0
2,12,36,0
2,12,37,0
2,12,38,0
2,12,39,0
2,12,40,0
2,12,41,0
2,12,42,0
2,12,43,0
2,12,44,0
2,12,45,0
2,12,46,0
2,12,47,0
2,12,48,0
2,13,13,0
2,13,14,0
2,13,15,0
2,13,16,0
2,13,17,0
2,13,18,0
2,13,19,0
2,13,20,0
2,13,21,0
2,13,22,0
2,13,23,0
2,13,24,0
